from,to,value
Serbia,Andorra,0.0
Serbia,Armenia,1.1
Serbia,Australia,3.45
Serbia,Austria,0.75
Serbia,Azerbaijan,1.45
Serbia,Belarus,0.8333333333333334
Serbia,Belgium,1.825
Serbia,Bulgaria,3.5625
Serbia,Croatia,8.431818181818182
Serbia,Cyprus,1.8571428571428572
Serbia,Czech Republic,1.25
Serbia,Denmark,1.25
Serbia,Estonia,0.9230769230769231
Serbia,Finland,1.0833333333333333
Serbia,France,0.5666666666666667
Serbia,Georgia,0.725
Serbia,Germany,0.8666666666666667
Serbia,Greece,5.653846153846154
Serbia,Hungary,6.041666666666667
Serbia,Iceland,0.9318181818181818
Serbia,Ireland,0.2916666666666667
Serbia,Israel,2.3958333333333335
Serbia,Italy,4.4375
Serbia,Latvia,0.35
Serbia,Lithuania,1.0192307692307692
Serbia,Malta,1.75
Serbia,Moldova,2.840909090909091
Serbia,Monaco,0.0
Serbia,Montenegro,10.5
Serbia,Netherlands,0.9375
Serbia,North Macedonia,10.636363636363637
Serbia,Norway,2.283333333333333
Serbia,Poland,0.3076923076923077
Serbia,Portugal,1.6666666666666667
Serbia,Romania,1.5769230769230769
Serbia,Russia,5.178571428571429
Serbia,San Marino,0.375
Serbia,Slovakia,2.3333333333333335
Serbia,Slovenia,5.854166666666667
Serbia,Spain,0.06666666666666667
Serbia,Sweden,2.9107142857142856
Serbia,Switzerland,1.3333333333333333
Serbia,Türkiye,0.5555555555555556
Serbia,Ukraine,4.365384615384615
Serbia,United Kingdom,0.6
Slovakia,Albania,0.6666666666666666
Slovakia,Azerbaijan,5.25
Slovakia,Belarus,0.8333333333333334
Slovakia,Cyprus,0.75
Slovakia,Denmark,2.875
Slovakia,Estonia,5.5
Slovakia,Finland,0.6666666666666666
Slovakia,France,0.0
Slovakia,Georgia,0.0
Slovakia,Germany,3.0
Slovakia,Greece,2.25
Slovakia,Hungary,3.3333333333333335
Slovakia,Iceland,3.375
Slovakia,Ireland,1.25
Slovakia,Israel,4.333333333333333
Slovakia,Latvia,0.0
Slovakia,Lithuania,1.1666666666666667
Slovakia,Malta,4.333333333333333
Slovakia,Moldova,2.0
Slovakia,Netherlands,0.0
Slovakia,North Macedonia,0.5
Slovakia,Norway,5.666666666666667
Slovakia,Portugal,3.0
Slovakia,Romania,1.0
Slovakia,Russia,1.5
Slovakia,Serbia,2.625
Slovakia,Slovenia,1.5
Slovakia,Spain,0.5
Slovakia,Sweden,7.166666666666667
Slovakia,Türkiye,0.5
Slovakia,Ukraine,4.0
Slovakia,United Kingdom,1.75
Slovenia,Albania,1.6538461538461537
Slovenia,Andorra,1.0
Slovenia,Armenia,0.8
Slovenia,Australia,3.1
Slovenia,Austria,3.9166666666666665
Slovenia,Azerbaijan,1.7727272727272727
Slovenia,Belarus,0.7083333333333334
Slovenia,Belgium,2.2857142857142856
Slovenia,Bulgaria,2.4722222222222223
Slovenia,Croatia,8.0
Slovenia,Cyprus,1.234375
Slovenia,Czech Republic,3.4583333333333335
Slovenia,Denmark,3.75
Slovenia,Estonia,1.7333333333333334
Slovenia,Finland,1.2692307692307692
Slovenia,France,1.131578947368421
Slovenia,Georgia,0.6458333333333334
Slovenia,Germany,1.4736842105263157
Slovenia,Greece,1.7647058823529411
Slovenia,Hungary,1.5208333333333333
Slovenia,Iceland,1.390625
Slovenia,Ireland,0.59375
Slovenia,Israel,0.7941176470588235
Slovenia,Italy,4.833333333333333
Slovenia,Latvia,2.125
Slovenia,Lithuania,0.6833333333333333
Slovenia,Malta,1.3333333333333333
Slovenia,Moldova,1.7272727272727273
Slovenia,Monaco,0.0
Slovenia,Montenegro,5.8125
Slovenia,Netherlands,2.411764705882353
Slovenia,North Macedonia,7.0
Slovenia,Norway,2.5588235294117645
Slovenia,Poland,0.9821428571428571
Slovenia,Portugal,1.4285714285714286
Slovenia,Romania,1.34375
Slovenia,Russia,3.111111111111111
Slovenia,San Marino,0.15
Slovenia,Serbia,9.538461538461538
Slovenia,Slovakia,1.0
Slovenia,Spain,0.6842105263157895
Slovenia,Sweden,4.302631578947368
Slovenia,Switzerland,2.0
Slovenia,Türkiye,1.3181818181818181
Slovenia,Ukraine,2.533333333333333
Slovenia,United Kingdom,0.9473684210526315
Spain,Albania,0.6833333333333333
Spain,Andorra,11.2
Spain,Armenia,5.25
Spain,Australia,5.1
Spain,Austria,2.8461538461538463
Spain,Azerbaijan,1.875
Spain,Belarus,0.1590909090909091
Spain,Belgium,2.235294117647059
Spain,Bulgaria,6.714285714285714
Spain,Croatia,0.17857142857142858
Spain,Cyprus,2.033333333333333
Spain,Czech Republic,3.85
Spain,Denmark,2.611111111111111
Spain,Estonia,1.5263157894736843
Spain,Finland,1.8194444444444444
Spain,France,2.45
Spain,Georgia,0.7777777777777778
Spain,Germany,3.975
Spain,Greece,3.1315789473684212
Spain,Hungary,2.4791666666666665
Spain,Iceland,2.4027777777777777
Spain,Ireland,1.3214285714285714
Spain,Israel,1.5972222222222223
Spain,Italy,7.0
Spain,Latvia,1.5294117647058822
Spain,Lithuania,0.4807692307692308
Spain,Malta,1.8125
Spain,Moldova,2.75
Spain,Monaco,0.0
Spain,Montenegro,0.3125
Spain,Netherlands,1.828125
Spain,North Macedonia,0.0
Spain,Norway,2.0555555555555554
Spain,Poland,1.65
Spain,Portugal,6.142857142857143
Spain,Romania,8.28125
Spain,Russia,3.0833333333333335
Spain,San Marino,2.0714285714285716
Spain,Serbia,1.8125
Spain,Slovenia,1.2
Spain,Sweden,4.4605263157894735
Spain,Switzerland,1.0416666666666667
Spain,Türkiye,1.1538461538461537
Spain,Ukraine,4.0
Spain,United Kingdom,1.125
Sweden,Albania,1.1538461538461537
Sweden,Andorra,0.4
Sweden,Armenia,1.8863636363636365
Sweden,Australia,8.35
Sweden,Austria,2.6785714285714284
Sweden,Azerbaijan,2.1136363636363638
Sweden,Belarus,0.19230769230769232
Sweden,Belgium,2.3666666666666667
Sweden,Bulgaria,1.1818181818181819
Sweden,Croatia,0.46875
Sweden,Cyprus,2.3970588235294117
Sweden,Czech Republic,0.9375
Sweden,Denmark,6.867647058823529
Sweden,Estonia,4.176470588235294
Sweden,Finland,7.357142857142857
Sweden,France,1.45
Sweden,Georgia,0.75
Sweden,Germany,1.7
Sweden,Greece,2.1666666666666665
Sweden,Hungary,2.75
Sweden,Iceland,4.861111111111111
Sweden,Ireland,2.25
Sweden,Israel,1.7058823529411764
Sweden,Italy,1.9444444444444444
Sweden,Latvia,2.34375
Sweden,Lithuania,1.375
Sweden,Malta,1.6323529411764706
Sweden,Moldova,1.2307692307692308
Sweden,Monaco,0.0
Sweden,Montenegro,1.0625
Sweden,Netherlands,2.859375
Sweden,North Macedonia,0.7272727272727273
Sweden,Norway,6.897058823529412
Sweden,Poland,2.0625
Sweden,Portugal,1.2678571428571428
Sweden,Romania,1.6944444444444444
Sweden,Russia,2.8552631578947367
Sweden,San Marino,0.0
Sweden,Serbia,4.666666666666667
Sweden,Slovenia,0.671875
Sweden,Spain,1.05
Sweden,Switzerland,1.0192307692307692
Sweden,Türkiye,3.7916666666666665
Sweden,Ukraine,1.8833333333333333
Sweden,United Kingdom,0.25
Switzerland,Albania,7.303571428571429
Switzerland,Andorra,0.0
Switzerland,Armenia,0.2692307692307692
Switzerland,Australia,3.95
Switzerland,Austria,4.596153846153846
Switzerland,Azerbaijan,0.875
Switzerland,Belarus,0.057692307692307696
Switzerland,Belgium,1.5535714285714286
Switzerland,Bulgaria,1.125
Switzerland,Croatia,4.071428571428571
Switzerland,Cyprus,0.875
Switzerland,Czech Republic,0.39285714285714285
Switzerland,Denmark,2.1176470588235294
Switzerland,Estonia,0.44642857142857145
Switzerland,Finland,1.9807692307692308
Switzerland,France,1.6944444444444444
Switzerland,Georgia,0.125
Switzerland,Germany,5.138888888888889
Switzerland,Greece,2.65625
Switzerland,Hungary,2.2954545454545454
Switzerland,Iceland,1.9333333333333333
Switzerland,Ireland,1.8666666666666667
Switzerland,Israel,1.3823529411764706
Switzerland,Italy,5.777777777777778
Switzerland,Latvia,2.3958333333333335
Switzerland,Lithuania,0.7352941176470589
Switzerland,Malta,0.96875
Switzerland,Moldova,0.6363636363636364
Switzerland,Monaco,0.0
Switzerland,Montenegro,0.5
Switzerland,Netherlands,3.2291666666666665
Switzerland,North Macedonia,3.9833333333333334
Switzerland,Norway,2.823529411764706
Switzerland,Poland,0.55
Switzerland,Portugal,8.318181818181818
Switzerland,Romania,0.890625
Switzerland,Russia,1.109375
Switzerland,San Marino,0.0
Switzerland,Serbia,9.270833333333334
Switzerland,Slovenia,0.5833333333333334
Switzerland,Spain,3.2777777777777777
Switzerland,Sweden,3.4444444444444446
Switzerland,Türkiye,6.636363636363637
Switzerland,Ukraine,0.6071428571428571
Switzerland,United Kingdom,0.4722222222222222
Türkiye,Albania,5.722222222222222
Türkiye,Andorra,0.6
Türkiye,Armenia,9.5
Türkiye,Austria,3.2857142857142856
Türkiye,Azerbaijan,12.0
Türkiye,Belarus,0.6875
Türkiye,Belgium,2.111111111111111
Türkiye,Bulgaria,6.0
Türkiye,Croatia,2.1153846153846154
Türkiye,Cyprus,0.7
Türkiye,Czech Republic,0.3333333333333333
Türkiye,Denmark,0.8333333333333334
Türkiye,Estonia,2.0
Türkiye,Finland,0.7777777777777778
Türkiye,France,0.07692307692307693
Türkiye,Georgia,7.6
Türkiye,Germany,2.076923076923077
Türkiye,Greece,4.666666666666667
Türkiye,Hungary,2.3
Türkiye,Iceland,1.2083333333333333
Türkiye,Ireland,1.65
Türkiye,Israel,1.5454545454545454
Türkiye,Latvia,0.6666666666666666
Türkiye,Lithuania,0.18181818181818182
Türkiye,Malta,2.75
Türkiye,Moldova,3.5714285714285716
Türkiye,Monaco,0.0
Türkiye,Netherlands,2.3333333333333335
Türkiye,North Macedonia,4.833333333333333
Türkiye,Norway,1.6666666666666667
Türkiye,Poland,0.125
Türkiye,Portugal,0.09090909090909091
Türkiye,Romania,3.2083333333333335
Türkiye,Russia,3.5384615384615383
Türkiye,Serbia,1.0714285714285714
Türkiye,Slovenia,0.35
Türkiye,Spain,1.0
Türkiye,Sweden,3.1923076923076925
Türkiye,Switzerland,0.0
Türkiye,Ukraine,3.95
Türkiye,United Kingdom,1.1538461538461537
Ukraine,Albania,0.3181818181818182
Ukraine,Andorra,0.0
Ukraine,Armenia,5.555555555555555
Ukraine,Australia,3.3333333333333335
Ukraine,Austria,1.2
Ukraine,Azerbaijan,9.61111111111111
Ukraine,Belarus,7.958333333333333
Ukraine,Belgium,2.0
Ukraine,Bulgaria,1.65
Ukraine,Croatia,2.5208333333333335
Ukraine,Cyprus,1.3214285714285714
Ukraine,Czech Republic,1.75
Ukraine,Denmark,1.375
Ukraine,Estonia,1.8333333333333333
Ukraine,Finland,0.65
Ukraine,France,1.5333333333333334
Ukraine,Georgia,8.71875
Ukraine,Germany,0.6666666666666666
Ukraine,Greece,1.9230769230769231
Ukraine,Hungary,2.409090909090909
Ukraine,Iceland,0.5
Ukraine,Ireland,0.5
Ukraine,Israel,2.7708333333333335
Ukraine,Italy,0.9285714285714286
Ukraine,Latvia,1.7272727272727273
Ukraine,Lithuania,1.7884615384615385
Ukraine,Malta,1.6923076923076923
Ukraine,Moldova,5.636363636363637
Ukraine,Monaco,0.0
Ukraine,Montenegro,2.5
Ukraine,Netherlands,0.9107142857142857
Ukraine,North Macedonia,1.8888888888888888
Ukraine,Norway,3.107142857142857
Ukraine,Poland,5.431818181818182
Ukraine,Portugal,1.7083333333333333
Ukraine,Romania,1.1428571428571428
Ukraine,Russia,8.714285714285714
Ukraine,San Marino,0.6666666666666666
Ukraine,Serbia,2.4791666666666665
Ukraine,Slovakia,4.666666666666667
Ukraine,Slovenia,1.1153846153846154
Ukraine,Spain,0.4
Ukraine,Sweden,2.9166666666666665
Ukraine,Switzerland,0.35
Ukraine,Türkiye,2.7222222222222223
Ukraine,United Kingdom,0.6
United Kingdom,Albania,0.9107142857142857
United Kingdom,Andorra,0.0
United Kingdom,Armenia,0.4807692307692308
United Kingdom,Australia,6.65
United Kingdom,Austria,2.2142857142857144
United Kingdom,Azerbaijan,1.0833333333333333
United Kingdom,Belarus,0.14285714285714285
United Kingdom,Belgium,1.625
United Kingdom,Bulgaria,4.05
United Kingdom,Croatia,0.5277777777777778
United Kingdom,Cyprus,4.265625
United Kingdom,Czech Republic,0.78125
United Kingdom,Denmark,3.986111111111111
United Kingdom,Estonia,2.566666666666667
United Kingdom,Finland,2.230769230769231
United Kingdom,France,1.35
United Kingdom,Georgia,0.725
United Kingdom,Germany,1.975
United Kingdom,Greece,5.291666666666667
United Kingdom,Hungary,0.9090909090909091
United Kingdom,Iceland,2.0833333333333335
United Kingdom,Ireland,7.375
United Kingdom,Israel,2.1323529411764706
United Kingdom,Italy,1.7777777777777777
United Kingdom,Latvia,3.8076923076923075
United Kingdom,Lithuania,5.970588235294118
United Kingdom,Malta,4.455882352941177
United Kingdom,Moldova,2.227272727272727
United Kingdom,Monaco,0.0
United Kingdom,Montenegro,0.0
United Kingdom,Netherlands,1.9833333333333334
United Kingdom,North Macedonia,0.46153846153846156
United Kingdom,Norway,2.289473684210526
United Kingdom,Poland,2.6666666666666665
United Kingdom,Portugal,1.6071428571428572
United Kingdom,Romania,2.0294117647058822
United Kingdom,Russia,2.2916666666666665
United Kingdom,San Marino,0.0
United Kingdom,Serbia,0.9166666666666666
United Kingdom,Slovenia,0.4117647058823529
United Kingdom,Spain,1.175
United Kingdom,Sweden,4.925
United Kingdom,Switzerland,1.0333333333333334
United Kingdom,Türkiye,4.923076923076923
United Kingdom,Ukraine,2.1666666666666665
